Period,Payment,Channel,Dest Zone,Remarks,Count,State,Country
Apr W2,STD,M-Site,TIER 1,M2S,10,UTTARAKHAND,India
Apr W2,STD,M-Site,TIER 2,M2S,19,ANDHRA PRADESH,India
Apr W2,STD,PC,TIER 2,M2S,18,ANDHRA PRADESH,India
Apr W2,STD,PC,TIER 2,M2S,79,BIHAR,India
Apr W2,STD,PC,TIER 2,M2S,3,BIHAR,India
Apr W2,STD,PC,TIER 2,M2S,36,CHANDIGARH,India
Apr W2,STD,PC,TIER 2,M2S,30,CHHATTISGARH,India
Apr W2,STD,PC,TIER 2,M2S,28,CHHATTISGARH,India
Mar W4,COD,APP,TIER 2,M2S,594,DADRA & NAGAR HAVELI,India
Mar W4,COD,APP,TIER 2,M2S,530,DADRA & NAGAR HAVELI,India
Mar W4,COD,APP,TIER 2,M2S,484,DAMAN & DIU,India
Mar W4,COD,APP,TIER 2,M2S,455,DAMAN & DIU,India
Mar W4,COD,APP,TIER 2,M2S,670,GOA,India
Mar W4,COD,APP,TIER 2,M2S,1434,GOA,India
Mar W4,COD,M-Site,TIER 2,M2S,116,GUJARAT,India
Mar W4,COD,M-Site,TIER 2,M2S,99,GUJARAT,India
Mar W4,COD,M-Site,TIER 2,M2S,73,GUJARAT,India
Mar W4,COD,M-Site,TIER 2,M2S,113,HARYANA,India
Mar W4,COD,M-Site,TIER 2,M2S,133,HARYANA,India
Mar W4,COD,M-Site,TIER 2,M2S,241,HIMACHAL PRADESH,India
Mar W4,COD,PC,TIER 2,M2S,104,HIMACHAL PRADESH,India
Mar W4,COD,PC,TIER 2,M2S,133,JHARKHAND,India
Mar W4,COD,PC,TIER 2,M2S,36,JHARKHAND,India
Mar W4,COD,PC,TIER 2,M2S,90,KARNATAKA,India
Mar W4,COD,PC,TIER 2,M2S,109,KARNATAKA,India
Mar W4,COD,PC,TIER 2,M2S,149,MADHYA PRADESH,India
Mar W4,STD,APP,TIER 2,M2S,68,MADHYA PRADESH,India
Mar W4,STD,APP,TIER 2,M2S,134,MAHARASHTRA,India
Mar W4,STD,APP,TIER 2,M2S,35,MAHARASHTRA,India
Mar W4,STD,APP,TIER 2,M2S,106,MAHARASHTRA,India
Mar W4,STD,APP,TIER 2,M2S,105,PUNJAB,India
Mar W4,STD,APP,TIER 2,M2S,178,PUNJAB,India
Mar W4,STD,M-Site,TIER 2,M2S,8,RAJASTHAN,India
Mar W4,STD,M-Site,TIER 2,M2S,30,RAJASTHAN,India
Mar W4,STD,M-Site,TIER 2,M2S,6,TAMIL NADU,India
Mar W4,STD,M-Site,TIER 2,M2S,16,TAMIL NADU,India
Mar W4,STD,M-Site,TIER 2,M2S,18,TAMIL NADU,India
Mar W4,STD,M-Site,TIER 2,M2S,32,TELANGANA,India
Mar W4,STD,PC,TIER 2,M2S,30,UTTAR PRADESH,India
Mar W4,STD,PC,TIER 2,M2S,65,UTTAR PRADESH,India
Mar W4,STD,PC,TIER 2,M2S,8,UTTAR PRADESH,India
Mar W4,STD,PC,TIER 2,M2S,54,UTTARAKHAND,India
Mar W4,STD,PC,TIER 2,M2S,24,UTTARAKHAND,India
Mar W4,STD,PC,TIER 3,M2S,50,ANDHRA PRADESH,India
Feb W1,COD,APP,TIER 3,Post-Ship,2243,ANDHRA PRADESH,India
Feb W1,COD,APP,TIER 3,Post-Ship,1967,BIHAR,India
Feb W1,COD,APP,TIER 3,Post-Ship,1819,BIHAR,India
Feb W1,COD,APP,TIER 3,Post-Ship,1974,BIHAR,India
Feb W1,COD,APP,TIER 3,Post-Ship,3060,CHANDIGARH,India
Feb W1,COD,APP,TIER 3,Post-Ship,5581,CHHATTISGARH,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,403,CHHATTISGARH,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,404,GOA,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,322,GOA,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,394,GUJARAT,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,577,GUJARAT,India
Feb W1,COD,M-Site,TIER 3,Post-Ship,1012,HARYANA,India
Feb W1,COD,PC,TIER 3,Post-Ship,342,HARYANA,India
Feb W1,COD,PC,TIER 3,Post-Ship,431,HARYANA,India
Feb W1,COD,PC,TIER 3,Post-Ship,157,HIMACHAL PRADESH,India
Feb W1,COD,PC,TIER 3,Post-Ship,379,HIMACHAL PRADESH,India
Feb W1,COD,PC,TIER 3,Post-Ship,380,JAMMU & KASHMIR,India
Feb W1,COD,PC,TIER 3,Post-Ship,677,JAMMU & KASHMIR,India
Feb W1,STD,APP,TIER 3,Post-Ship,239,JHARKHAND,India
Feb W1,STD,APP,TIER 3,Post-Ship,528,JHARKHAND,India
Feb W1,STD,APP,TIER 3,Post-Ship,133,KARNATAKA,India
Feb W1,STD,APP,TIER 3,Post-Ship,412,KARNATAKA,India
Feb W1,STD,APP,TIER 3,Post-Ship,436,MADHYA PRADESH,India
Feb W1,STD,APP,TIER 3,Post-Ship,784,MADHYA PRADESH,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,35,MAHARASHTRA,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,104,MAHARASHTRA,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,25,MAHARASHTRA,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,45,PONDICHERRY,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,70,PONDICHERRY,India
Feb W1,STD,M-Site,TIER 3,Post-Ship,119,PUNJAB,India
Feb W1,STD,PC,TIER 3,Post-Ship,66,PUNJAB,India
Feb W1,STD,PC,TIER 3,Post-Ship,319,RAJASTHAN,India
Feb W1,STD,PC,TIER 3,Post-Ship,27,RAJASTHAN,India
Feb W1,STD,PC,TIER 3,Post-Ship,144,TAMIL NADU,India
Feb W1,STD,PC,TIER 3,Post-Ship,136,TAMIL NADU,India
Feb W1,STD,PC,TIER 3,Post-Ship,167,TELANGANA,India
Feb W2,COD,APP,TIER 3,Post-Ship,2125,TELANGANA,India
Feb W2,COD,APP,TIER 3,Post-Ship,1736,UTTAR PRADESH,India
Feb W2,COD,APP,TIER 3,Post-Ship,1574,UTTAR PRADESH,India
Feb W2,COD,APP,TIER 3,Post-Ship,1526,UTTARAKHAND,India
Feb W2,COD,APP,TIER 3,Post-Ship,2367,UTTARAKHAND,India
Feb W2,COD,APP,EAST,Post-Ship,5404,ORISSA,India
Feb W2,COD,M-Site,EAST,Post-Ship,364,ORISSA,India
Feb W2,COD,M-Site,EAST,Post-Ship,377,WEST BENGAL,India
Feb W2,COD,M-Site,EAST,Post-Ship,272,WEST BENGAL,India
Feb W2,COD,M-Site,EAST,Post-Ship,286,WEST BENGAL,India
Feb W2,COD,M-Site,METRO,Post-Ship,427,DELHI,India
Feb W2,COD,M-Site,METRO,Post-Ship,930,DELHI,India
Feb W2,COD,PC,METRO,Post-Ship,297,DELHI,India
Feb W2,COD,PC,METRO,Post-Ship,406,GUJARAT,India
Feb W2,COD,PC,METRO,Post-Ship,118,GUJARAT,India
Feb W2,COD,PC,METRO,Post-Ship,320,HARYANA,India
Feb W2,COD,PC,METRO,Post-Ship,335,HARYANA,India
Feb W2,COD,PC,METRO,Post-Ship,492,HARYANA,India
Feb W2,STD,APP,METRO,Post-Ship,255,HARYANA,India
Feb W2,STD,APP,METRO,Post-Ship,513,KARNATAKA,India
Feb W2,STD,APP,METRO,Post-Ship,123,KARNATAKA,India
Feb W2,STD,APP,METRO,Post-Ship,393,KARNATAKA,India
Feb W2,STD,APP,METRO,Post-Ship,394,KARNATAKA,India
Feb W2,STD,APP,METRO,Post-Ship,798,MAHARASHTRA,India
Feb W2,STD,M-Site,METRO,Post-Ship,41,MAHARASHTRA,India
Feb W2,STD,M-Site,METRO,Post-Ship,94,MAHARASHTRA,India
Feb W2,STD,M-Site,METRO,Post-Ship,24,TAMIL NADU,India
Feb W2,STD,M-Site,METRO,Post-Ship,58,TAMIL NADU,India
Feb W2,STD,M-Site,METRO,Post-Ship,59,TAMIL NADU,India
Feb W2,STD,M-Site,METRO,Post-Ship,114,TAMIL NADU,India
Feb W2,STD,PC,METRO,Post-Ship,83,TELANGANA,India
Feb W2,STD,PC,METRO,Post-Ship,255,TELANGANA,India
Feb W2,STD,PC,METRO,Post-Ship,29,TELANGANA,India
Feb W2,STD,PC,NE,Post-Ship,154,ASSAM,India
Feb W2,STD,PC,NE,Post-Ship,113,ASSAM,India
Feb W2,STD,PC,NE,Post-Ship,169,MIZORAM,India
Feb W3,COD,APP,NE,Post-Ship,1774,MIZORAM,India
Feb W3,COD,APP,NE,Post-Ship,1491,SIKKIM,India
Feb W3,COD,APP,NE,Post-Ship,1396,TRIPURA,India
Feb W3,COD,APP,TIER 1,Post-Ship,1415,ANDHRA PRADESH,India
Feb W3,COD,APP,TIER 1,Post-Ship,2134,ANDHRA PRADESH,India
Feb W3,COD,APP,TIER 1,Post-Ship,5058,CHANDIGARH,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,358,CHANDIGARH,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,296,GUJARAT,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,236,GUJARAT,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,274,HARYANA,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,441,HARYANA,India
Feb W3,COD,M-Site,TIER 1,Post-Ship,845,HARYANA,India
Feb W3,COD,PC,TIER 1,Post-Ship,291,KARNATAKA,India
Feb W3,COD,PC,TIER 1,Post-Ship,389,KARNATAKA,India
Feb W3,COD,PC,TIER 1,Post-Ship,117,MADHYA PRADESH,India
Feb W3,COD,PC,TIER 1,Post-Ship,239,MADHYA PRADESH,India
Feb W3,COD,PC,TIER 1,Post-Ship,271,MAHARASHTRA,India
Feb W3,COD,PC,TIER 1,Post-Ship,485,MAHARASHTRA,India
Feb W3,STD,APP,TIER 1,Post-Ship,227,MAHARASHTRA,India
Feb W3,STD,APP,TIER 1,Post-Ship,463,MAHARASHTRA,India
Feb W3,STD,APP,TIER 1,Post-Ship,114,PONDICHERRY,India
Feb W3,STD,APP,TIER 1,Post-Ship,293,PUNJAB,India
Feb W3,STD,APP,TIER 1,Post-Ship,359,PUNJAB,India
Feb W3,STD,APP,TIER 1,Post-Ship,776,RAJASTHAN,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,34,RAJASTHAN,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,75,RAJASTHAN,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,11,TAMIL NADU,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,59,TAMIL NADU,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,54,TELANGANA,India
Feb W3,STD,M-Site,TIER 1,Post-Ship,87,TELANGANA,India
Feb W3,STD,PC,TIER 1,Post-Ship,62,UTTAR PRADESH,India
Feb W3,STD,PC,TIER 1,Post-Ship,206,UTTAR PRADESH,India
Feb W3,STD,PC,TIER 1,Post-Ship,13,UTTAR PRADESH,India
Feb W3,STD,PC,TIER 1,Post-Ship,115,UTTARAKHAND,India
Feb W3,STD,PC,TIER 1,Post-Ship,100,UTTARAKHAND,India
Feb W3,STD,PC,TIER 2,Post-Ship,175,ANDHRA PRADESH,India
Feb W4,COD,APP,TIER 2,Post-Ship,2144,ANDHRA PRADESH,India
Feb W4,COD,APP,TIER 2,Post-Ship,1584,BIHAR,India
Feb W4,COD,APP,TIER 2,Post-Ship,1611,BIHAR,India
Feb W4,COD,APP,TIER 2,Post-Ship,1439,CHANDIGARH,India
Feb W4,COD,APP,TIER 2,Post-Ship,2514,CHHATTISGARH,India
Feb W4,COD,APP,TIER 2,Post-Ship,5668,CHHATTISGARH,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,335,DADRA & NAGAR HAVELI,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,306,DADRA & NAGAR HAVELI,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,262,DAMAN & DIU,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,285,GOA,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,407,GOA,India
Feb W4,COD,M-Site,TIER 2,Post-Ship,975,GUJARAT,India
Feb W4,COD,PC,TIER 2,Post-Ship,260,GUJARAT,India
Feb W4,COD,PC,TIER 2,Post-Ship,331,HARYANA,India
Feb W4,COD,PC,TIER 2,Post-Ship,119,HARYANA,India
Feb W4,COD,PC,TIER 2,Post-Ship,255,HIMACHAL PRADESH,India
Feb W4,COD,PC,TIER 2,Post-Ship,276,HIMACHAL PRADESH,India
Feb W4,COD,PC,TIER 2,Post-Ship,507,JHARKHAND,India
Feb W4,STD,APP,TIER 2,Post-Ship,211,JHARKHAND,India
Feb W4,STD,APP,TIER 2,Post-Ship,409,KARNATAKA,India
Feb W4,STD,APP,TIER 2,Post-Ship,121,KARNATAKA,India
Feb W4,STD,APP,TIER 2,Post-Ship,234,MADHYA PRADESH,India
Feb W4,STD,APP,TIER 2,Post-Ship,303,MADHYA PRADESH,India
Feb W4,STD,APP,TIER 2,Post-Ship,542,MAHARASHTRA,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,34,MAHARASHTRA,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,69,MAHARASHTRA,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,5,PUNJAB,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,42,PUNJAB,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,51,RAJASTHAN,India
Feb W4,STD,M-Site,TIER 2,Post-Ship,74,RAJASTHAN,India
Feb W4,STD,PC,TIER 2,Post-Ship,46,TAMIL NADU,India
Feb W4,STD,PC,TIER 2,Post-Ship,170,TAMIL NADU,India
Feb W4,STD,PC,TIER 2,Post-Ship,15,UTTAR PRADESH,India
Feb W4,STD,PC,TIER 2,Post-Ship,116,UTTAR PRADESH,India
Feb W4,STD,PC,TIER 2,Post-Ship,62,UTTARAKHAND,India
Feb W4,STD,PC,TIER 2,Post-Ship,114,UTTARAKHAND,India
Jan W1,COD,APP,TIER 3,Post-Ship,4143,ANDHRA PRADESH,India
Jan W1,COD,APP,TIER 3,Post-Ship,4214,ANDHRA PRADESH,India
Jan W1,COD,APP,TIER 3,Post-Ship,2672,ANDHRA PRADESH,India
Jan W1,COD,APP,TIER 3,Post-Ship,3956,BIHAR,India
Jan W1,COD,APP,TIER 3,Post-Ship,6077,BIHAR,India
Jan W1,COD,APP,TIER 3,Post-Ship,11754,CHHATTISGARH,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,795,CHHATTISGARH,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,972,GOA,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,465,GUJARAT,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,971,GUJARAT,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,1247,HARYANA,India
Jan W1,COD,M-Site,TIER 3,Post-Ship,2214,HARYANA,India
Jan W1,COD,PC,TIER 3,Post-Ship,647,HIMACHAL PRADESH,India
Jan W1,COD,PC,TIER 3,Post-Ship,955,HIMACHAL PRADESH,India
Jan W1,COD,PC,TIER 3,Post-Ship,224,JAMMU & KASHMIR,India
Jan W1,COD,PC,TIER 3,Post-Ship,725,JAMMU & KASHMIR,India
Jan W1,COD,PC,TIER 3,Post-Ship,804,JHARKHAND,India
Jan W1,COD,PC,TIER 3,Post-Ship,1091,JHARKHAND,India
Jan W1,STD,APP,TIER 3,Post-Ship,510,KARNATAKA,India
Jan W1,STD,APP,TIER 3,Post-Ship,1552,KARNATAKA,India
Jan W1,STD,APP,TIER 3,Post-Ship,198,MADHYA PRADESH,India
Jan W1,STD,APP,TIER 3,Post-Ship,1057,MADHYA PRADESH,India
Jan W1,STD,APP,TIER 3,Post-Ship,1037,MAHARASHTRA,India
Jan W1,STD,APP,TIER 3,Post-Ship,1676,MAHARASHTRA,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,95,MAHARASHTRA,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,263,PONDICHERRY,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,35,PONDICHERRY,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,214,PUNJAB,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,205,PUNJAB,India
Jan W1,STD,M-Site,TIER 3,Post-Ship,308,RAJASTHAN,India
Jan W1,STD,PC,TIER 3,Post-Ship,215,RAJASTHAN,India
Jan W1,STD,PC,TIER 3,Post-Ship,921,TAMIL NADU,India
Jan W1,STD,PC,TIER 3,Post-Ship,45,TAMIL NADU,India
Jan W1,STD,PC,TIER 3,Post-Ship,533,TELANGANA,India
Jan W1,STD,PC,TIER 3,Post-Ship,374,TELANGANA,India
Jan W1,STD,PC,TIER 3,Post-Ship,481,UTTAR PRADESH,India
Jan W2,COD,APP,TIER 3,Post-Ship,4443,UTTAR PRADESH,India
Jan W2,COD,APP,TIER 3,Post-Ship,4478,UTTARAKHAND,India
Jan W2,COD,APP,TIER 3,Post-Ship,2618,UTTARAKHAND,India
Jan W2,COD,APP,EAST,Post-Ship,4418,ORISSA,India
Jan W2,COD,APP,EAST,Post-Ship,6373,ORISSA,India
Jan W2,COD,APP,EAST,Post-Ship,10522,WEST BENGAL,India
Jan W2,COD,M-Site,EAST,Post-Ship,1049,WEST BENGAL,India
Jan W2,COD,M-Site,EAST,Post-Ship,1206,WEST BENGAL,India
Jan W2,COD,M-Site,METRO,Post-Ship,544,DELHI,India
Jan W2,COD,M-Site,METRO,Post-Ship,1176,DELHI,India
Jan W2,COD,M-Site,METRO,Post-Ship,1525,DELHI,India
Jan W2,COD,M-Site,METRO,Post-Ship,2255,GUJARAT,India
Jan W2,COD,PC,METRO,Post-Ship,857,HARYANA,India
Jan W2,COD,PC,METRO,Post-Ship,1106,HARYANA,India
Jan W2,COD,PC,METRO,Post-Ship,222,HARYANA,India
Jan W2,COD,PC,METRO,Post-Ship,843,HARYANA,India
Jan W2,COD,PC,METRO,Post-Ship,865,KARNATAKA,India
Jan W2,COD,PC,METRO,Post-Ship,1233,KARNATAKA,India
Jan W2,STD,APP,METRO,Post-Ship,610,KARNATAKA,India
Jan W2,STD,APP,METRO,Post-Ship,1776,KARNATAKA,India
Jan W2,STD,APP,METRO,Post-Ship,190,MAHARASHTRA,India
Jan W2,STD,APP,METRO,Post-Ship,1298,MAHARASHTRA,India
Jan W2,STD,APP,METRO,Post-Ship,1230,MAHARASHTRA,India
Jan W2,STD,APP,METRO,Post-Ship,1790,MAHARASHTRA,India
Jan W2,STD,M-Site,METRO,Post-Ship,88,TAMIL NADU,India
Jan W2,STD,M-Site,METRO,Post-Ship,306,TAMIL NADU,India
Jan W2,STD,M-Site,METRO,Post-Ship,47,TAMIL NADU,India
Jan W2,STD,M-Site,METRO,Post-Ship,259,TAMIL NADU,India
Jan W2,STD,M-Site,METRO,Post-Ship,223,TELANGANA,India
Jan W2,STD,M-Site,METRO,Post-Ship,376,TELANGANA,India
Jan W2,STD,PC,METRO,Post-Ship,285,TELANGANA,India
Jan W2,STD,PC,METRO,Post-Ship,1074,TELANGANA,India
Jan W2,STD,PC,METRO,Post-Ship,43,UTTAR PRADESH,India
Jan W2,STD,PC,METRO,Post-Ship,605,UTTAR PRADESH,India
Jan W2,STD,PC,NE,Post-Ship,484,ASSAM,India
Jan W2,STD,PC,NE,Post-Ship,569,ASSAM,India
Jan W3,COD,APP,NE,Post-Ship,3927,MIZORAM,India
Jan W3,COD,APP,NE,Post-Ship,3786,MIZORAM,India
Jan W3,COD,APP,NE,Post-Ship,2635,SIKKIM,India
Jan W3,COD,APP,NE,Post-Ship,3742,TRIPURA,India
Jan W3,COD,APP,TIER 1,Post-Ship,5243,ANDHRA PRADESH,India
Jan W3,COD,APP,TIER 1,Post-Ship,9347,CHANDIGARH,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,901,CHANDIGARH,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,965,GUJARAT,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,539,GUJARAT,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,916,HARYANA,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,1298,HARYANA,India
Jan W3,COD,M-Site,TIER 1,Post-Ship,2114,HARYANA,India
Jan W3,COD,PC,TIER 1,Post-Ship,779,KARNATAKA,India
Jan W3,COD,PC,TIER 1,Post-Ship,932,KARNATAKA,India
Jan W3,COD,PC,TIER 1,Post-Ship,215,MADHYA PRADESH,India
Jan W3,COD,PC,TIER 1,Post-Ship,732,MADHYA PRADESH,India
Jan W3,COD,PC,TIER 1,Post-Ship,815,MAHARASHTRA,India
Jan W3,COD,PC,TIER 1,Post-Ship,1055,MAHARASHTRA,India
Jan W3,STD,APP,TIER 1,Post-Ship,470,MAHARASHTRA,India
Jan W3,STD,APP,TIER 1,Post-Ship,1377,MAHARASHTRA,India
Jan W3,STD,APP,TIER 1,Post-Ship,178,PONDICHERRY,India
Jan W3,STD,APP,TIER 1,Post-Ship,939,PONDICHERRY,India
Jan W3,STD,APP,TIER 1,Post-Ship,855,PUNJAB,India
Jan W3,STD,APP,TIER 1,Post-Ship,1404,PUNJAB,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,69,RAJASTHAN,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,230,RAJASTHAN,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,32,RAJASTHAN,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,179,TAMIL NADU,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,190,TAMIL NADU,India
Jan W3,STD,M-Site,TIER 1,Post-Ship,267,TELANGANA,India
Jan W3,STD,PC,TIER 1,Post-Ship,237,TELANGANA,India
Jan W3,STD,PC,TIER 1,Post-Ship,807,UTTAR PRADESH,India
Jan W3,STD,PC,TIER 1,Post-Ship,60,UTTAR PRADESH,India
Jan W3,STD,PC,TIER 1,Post-Ship,501,UTTAR PRADESH,India
Jan W3,STD,PC,TIER 1,Post-Ship,311,UTTARAKHAND,India
Jan W3,STD,PC,TIER 1,Post-Ship,397,UTTARAKHAND,India
Jan W4,COD,APP,TIER 2,Post-Ship,4364,ANDHRA PRADESH,India
Jan W4,COD,APP,TIER 2,Post-Ship,4012,ANDHRA PRADESH,India
Jan W4,COD,APP,TIER 2,Post-Ship,3118,BIHAR,India
Jan W4,COD,APP,TIER 2,Post-Ship,3890,BIHAR,India
Jan W4,COD,APP,TIER 2,Post-Ship,5566,CHANDIGARH,India
Jan W4,COD,APP,TIER 2,Post-Ship,10336,CHHATTISGARH,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,818,CHHATTISGARH,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,838,DADRA & NAGAR HAVELI,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,595,DAMAN & DIU,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,858,GOA,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,1208,GOA,India
Jan W4,COD,M-Site,TIER 2,Post-Ship,1914,GUJARAT,India
Jan W4,COD,PC,TIER 2,Post-Ship,747,GUJARAT,India
Jan W4,COD,PC,TIER 2,Post-Ship,876,HARYANA,India
Jan W4,COD,PC,TIER 2,Post-Ship,240,HARYANA,India
Jan W4,COD,PC,TIER 2,Post-Ship,727,HIMACHAL PRADESH,India
Jan W4,COD,PC,TIER 2,Post-Ship,785,HIMACHAL PRADESH,India
Jan W4,COD,PC,TIER 2,Post-Ship,1160,JHARKHAND,India
Jan W4,STD,APP,TIER 2,Post-Ship,406,JHARKHAND,India
Jan W4,STD,APP,TIER 2,Post-Ship,1298,KARNATAKA,India
Jan W4,STD,APP,TIER 2,Post-Ship,174,KARNATAKA,India
Jan W4,STD,APP,TIER 2,Post-Ship,878,MADHYA PRADESH,India
Jan W4,STD,APP,TIER 2,Post-Ship,827,MADHYA PRADESH,India
Jan W4,STD,APP,TIER 2,Post-Ship,1351,MADHYA PRADESH,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,89,MAHARASHTRA,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,221,MAHARASHTRA,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,50,MAHARASHTRA,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,171,PUNJAB,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,168,PUNJAB,India
Jan W4,STD,M-Site,TIER 2,Post-Ship,261,RAJASTHAN,India
Jan W4,STD,PC,TIER 2,Post-Ship,184,RAJASTHAN,India
Jan W4,STD,PC,TIER 2,Post-Ship,719,TAMIL NADU,India
Jan W4,STD,PC,TIER 2,Post-Ship,48,TAMIL NADU,India
Jan W4,STD,PC,TIER 2,Post-Ship,406,TELANGANA,India
Jan W4,STD,PC,TIER 2,Post-Ship,292,UTTAR PRADESH,India
Jan W4,STD,PC,TIER 2,Post-Ship,377,UTTAR PRADESH,India
Mar W1,COD,APP,TIER 2,Post-Ship,1328,UTTARAKHAND,India
Mar W1,COD,APP,TIER 2,Post-Ship,1145,UTTARAKHAND,India
Mar W1,COD,APP,TIER 3,Post-Ship,1193,ANDHRA PRADESH,India
Mar W1,COD,APP,TIER 3,Post-Ship,885,ANDHRA PRADESH,India
Mar W1,COD,APP,TIER 3,Post-Ship,1510,BIHAR,India
Mar W1,COD,APP,TIER 3,Post-Ship,3393,BIHAR,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,273,CHHATTISGARH,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,239,CHHATTISGARH,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,211,GOA,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,195,GUJARAT,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,297,GUJARAT,India
Mar W1,COD,M-Site,TIER 3,Post-Ship,663,HARYANA,India
Mar W1,COD,PC,TIER 3,Post-Ship,182,HARYANA,India
Mar W1,COD,PC,TIER 3,Post-Ship,256,HIMACHAL PRADESH,India
Mar W1,COD,PC,TIER 3,Post-Ship,102,HIMACHAL PRADESH,India
Mar W1,COD,PC,TIER 3,Post-Ship,183,JAMMU & KASHMIR,India
Mar W1,COD,PC,TIER 3,Post-Ship,170,JAMMU & KASHMIR,India
Mar W1,COD,PC,TIER 3,Post-Ship,339,JHARKHAND,India
Mar W1,STD,APP,TIER 3,Post-Ship,160,JHARKHAND,India
Mar W1,STD,APP,TIER 3,Post-Ship,331,KARNATAKA,India
Mar W1,STD,APP,TIER 3,Post-Ship,100,KARNATAKA,India
Mar W1,STD,APP,TIER 3,Post-Ship,214,MADHYA PRADESH,India
Mar W1,STD,APP,TIER 3,Post-Ship,254,MADHYA PRADESH,India
Mar W1,STD,APP,TIER 3,Post-Ship,465,MAHARASHTRA,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,20,MAHARASHTRA,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,61,MAHARASHTRA,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,19,PONDICHERRY,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,30,PUNJAB,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,33,PUNJAB,India
Mar W1,STD,M-Site,TIER 3,Post-Ship,67,RAJASTHAN,India
Mar W1,STD,PC,TIER 3,Post-Ship,48,RAJASTHAN,India
Mar W1,STD,PC,TIER 3,Post-Ship,159,TAMIL NADU,India
Mar W1,STD,PC,TIER 3,Post-Ship,14,TAMIL NADU,India
Mar W1,STD,PC,TIER 3,Post-Ship,82,TELANGANA,India
Mar W1,STD,PC,TIER 3,Post-Ship,50,TELANGANA,India
Mar W1,STD,PC,TIER 3,Post-Ship,119,UTTAR PRADESH,India
